,text
877,ładne marchewki że marchewki są zdrowe chciałabym żeby te marchewki były ładne żeby zachęcały dzieci do jedzenia marchewek marchewki że marchewki say zdrowe i powinno się je jeść od małego
879,marchewka jako super bohater w walce z nadwagą marchewka marchewk nauczyciel o zdrowiu super marchewka która ratuje ludzkość o zguby  z chorabami i marchew ucząca dzieci zdrowego odżywiania na wesoło jak wesoła marchewka w zabawny sposób przekazuje treści o zdrowym stylu życia i pokazuje takie zgnite i zepsute jako te niezdrowe chore o które trzeba walczyć  wartości zdrowotne marchewki
880,zwierzeta  kroliczki chomiki swinki morskie jedzenie warzyw daje zdrowie i szczescie pokazany caly proces zycia marchwi sadzenie marchwi to jak rosnie jak pozniej rolnicy je wykopuja a na sam koniec jak ludzie i zwierzeta sie zajadaja ze smakiem  zdrowe odzywianie to zdrowie i szczescie 
882,marchewko zdrowe marchewki latające marchewki  latające marchewki  zachęcić dzieci do jedzenia marchewek 
883,rolników z pasją opowiadających o tradycji uprawiania marchwi na rodzinnym gospodarstwie reklama powinna być zrozumiała dla wszystkich powinna wypowiadać się jedna osoba na obrazie powinny być wyświetlane zdjęcia lub kadry odpowiadające narracji ukazane zdjęcia i kadry z uprawy marchwi popularyzacja zdrowych nawyków żywieniowych
885,pole z marchwią zdrowie jest ważne zbiór marchwi jak w pyt  zdrowa ekologiczna żywność
886,zdrową ale wiarygodnie wyglądającą marchew niekoniecznie idealnie prostą może taką z hodowli ekologicznej informować o tym że jest zdrowa i warto ją czasem zjeść może coś zabawnego ale nie nachalnie jeśli żart czy skecz to ważne by nie był przesadzony i ciężkostrawny miejsce uprawy marchwi zachęcać do zdrowego odżywiania ale nie w sposób przesadny ciągle pozostawiając wolny wybór odbiorcy
888,tańczące marchewki marchewka ma dużo witamin i trzeba ją jeść marchewki tańczą wokoło dziecko miejsce przyjazne zdrowotność warzyw
890,kolory życie fit spokoj kolory życie fit
891,miejsce na świeżym powietrzu może ogródek jakiejś babci która sama choruje marchewki zdrowa naturalnie wychodowana z polskich upraw raczej spokojna reklama na polskiej wsi że marchew jest zdrowa zachęcić dzieci do jej jedzenia wspieramy polskie rolnictwo marchew prosto z polskich upraw
892,radość zdrowie sezon letni witalnosc rytmiczna muzyka
898,naukowe rozeznanie korzysci z jej jedzenia może być lektor ktory wraz z ciekawą i kolorowąprezentacją przedstawia ciekawostki związana z wplywem wartosci odrzywczych na organizm czlowieka albo ciekawostki na temat np etapów rozwoju  albo przemysłu na pewno żadnych cringeowych piosenek i beznadziejnych rymowanek czy szczesliwych rodzin które kochają się ponieważ jedzą marchewkę naszej firmy prezentacja z animacjami plus zdjęcia i lektor tak jak poprzednio ciekawostki  zdjęcia czy krótkie filmiki pokazujące cos ciekawego na temat marchwi dużo merytoryki opartej na prawdziwych oficjalnych badaniach czy prawdziwych etapach przetwórstwa bez wymyslania że nasza marchew jest najbardziej pomaranczowa ze wszystkich na rynku 
900,konkretny produkt bez zbędnych dodatkowych rzeczy krótki i konkretny przekazywanie informacji prozdrowotnych etap zasadzenia rozwoju życie marchwi w pigulce gdzie potem trafia jak się ja przechowuje w magazynie itd  korzyści ze spożywania marchwii
902,ludzi jedzących marchewki lub króliki które jedzą marchewki  że marchewki są zdrowe dobre w smaku i można jeść na surowo  rzucanie marchewkami w niebo  dużo marchewki bo sama ją lubię i jakiegoś króliczka najlepiej białego z czerwonymi oczami  że marchew jest zdrowa i można ją przyrządzić na wiele sposobów 
903,działkę na której rośnie marchew i wyrywanie jej z ziemi zachęcenie do spożywania marchwi i ukazanie ich wartości wyrywanie marchwi z ziemi  działkę na której rośnie marchew i wyrywanie jej z ziemi zachęcenie do spożywania marchwi i ukazanie ich wartości
904,ludzi kupujących marchew i gotujących potrawy z nich każdy może ją kupić każdego na nią stać ludzie z różnych grup społecznych robiący zakupy  pozytywny wpływ marchwi na zdrowie codzienne spożywanie warzyw jest ważne dla organizmu
906,marchew sposób uprawy ekologiczny nie wiem ekologiczne rozwiązania  zdrowe odżywianie 
907,świeżość wyciąganie brudnej od ziemi marchwi z gleby to co z marchwi można zrobić  soki posiłki proces produkcji zachętę do jedzenia większej ilości warzyw
908,marchew informacyjny pole marchwi zagospodarowane przez polskich rolników  naturalne dbanie o uprawy i środowisko  wsparcie malych przedsiębiorstw organiczne warzywa niepoddawane pestytydom
909,miejsce pochodzenia warunki uprawy krótko i na temat rodzina jedząca surową marchew prosto z pola super chrupiąca i barwna marchewka tak jak w punkcie  reklama powinna pokazywać jak w ekologicznych warunkach jest uprawiana jakievto ważne dla nas w dzisiejszych czasach jak ważne jest to byśmy się dobrze odżywiali
910,ładne warzywa może różne ich orzetwory i zastosowaniaa na końcu króliczka że marchew jest zdrowa i ma wiele zastosowań mógłby to być proces dojrzewaniaprzetwarzania marchwi jak wspomniałam warzywa przetwory królik inodgłos chrupania zdrowy styl życia życie zero waste promocja polskichlokalnych produktów
912,produkt taki jak wygląda w rzeczywistości a nie taki którego wygląd został polepszony na rzecz reklamy prosty i spójny jednak ukazany w taki sposób by zwracać uwagę nie mam określonego zdania jednak dobrze by było gdyby reklama się wyróżniała na tle innych interesujące rzeczy zawsze przyciągają uwagę ludzi miejsce gdzie marchew jest hodowana ludzi którzy ją np przygotowują do transportu jak jest transportowana zadowolenie ludzi którzy ją kupuja jedzą wszytskie takie nawet proste rzeczy związane z marchwią chociaż najbardziej ceniłabym sobie autentyczność w tym wszytskim  zdrowego odżywiania patrzenia na to jakie produkty sie spożywa nawet jeśli chodzi o warzywa i owoce chciałabym żeby pokazali że produkty z reklamy nie są nafaszerowane chemią i żeby pokazywali różnicę miedzy takimi produktami
913,proces dostania się marchwi do domów ludzi od hodowców  pokazywać wartości odżywcze i witaminy zawarte w marchwi  aby pokazano ile pracy musi włożyć hodowca marchwi w jej pielęgnację  ludzi którzy chętnie ją jedzą  zdrowotne i aby ludzie zaczęli szanować pracę innych 
914,naturalne środowisko gdzie ta marchew dojrzewa  powinna mieć przekaz prozdrowotny pokazanie jak uniwersalnym produktem jest marchew jak wiele na zastosowań  nawiązując do  pytania naturalne pole może zwierzęta które naturalnie wystąpuja na wsiach relację i wywiad z rolnikiem dającym i uprawniającym pole gdzie i w jaki sposób jest uprawiana  jak dojrzewa czy to naturalna produkcja najlepiej jeśli gospodarstwo prowadzilaby osoba z pasją do twgo co ribi co przekonaloby klienta  marchew jako źródło witamin i dobrych wartości produkru uniwersalmdgo od chrapania na surowo po dodatek do potraw aż do składnika ciast czy deserów  ukazanie zależności między jakością upraw a produktem
918,sceny wyglądające jak reklama serialu lub zwiastun filmu pozytywny zabawny żeby był zwrot akcji tj ma początku reklama wyglądała na reklamę czegoś innego aktorów mogą być znani ale nie muszą na pewno nie chciałabym zobaczyć animacji typowej dla reklam np biedronki wtedy wiem że jest to reklama i trację zainteresowanie zdrowego trybu życia
920,marchew wyciąganą z ziemi marchew można używać na wiele sposobów  jest zdrowa propozycje podania marchwi  wspomaganie polskiej gospodarki i zdrowia 
921,proces produkcji transportu informacje o wartosciach odzywczych i pochodzeniu marchew to zdrowa nieprzetworzona zywnosc przekazanie krotkich i zwięzlych informacji celebrytów jedzących marchew rolnictwo ekologiczne zrownoważony rozwój wspieranie polskich producentów
926,piekne marchewki zdrowotny marchewki w strumieniu czystej wody dorodne polskie marchewki zdrowy tryb zycia
928,różne nowe dania z użyciem marchwi których wcześniej nie znałam że powinniśmy używać więcej marchwi ponieważ jest zdrowa i tania  aby wyświetlały się migawki różnych apetycznych dań rodzinę która te dania spożywa matkę która podaje je na stół zmiana nawyków żywieniowych sięgania po nowe lub zapomniane przepisy proste i zdrowe gotowanie
938,czystą marchewkę że jest zdrowa tania do wszystkiego pasuje no i oczywiście popularna lewandowski je marchew przed ważnym matchem i później wygrywa  wtedy z markewą będą super skojarzenia marchew i lewandowski w zasadzie już odpowiedź była  reklama ma oczywiście kłamać w tym przypadku mówić że z marchewą jesteś bossem 
940,sceny w radosnwj naturalnej atmosferze coś zabawnego lub w rodzinnym klimacie  tak żeby reklama niosła pozytywne niewymuszone skojarzenie powinna przedstwaić marchwe jako część radosnej zabawnej lub przyjemnej chwiliba także zwrócić uwagę na korzyści wynikające z jej jedzenia mogłaby to być na przykład rozmowa pary oglądającej film  chłopak zapytałby czy nie jest głodna a dziewczyna odpowiedziałaby że ma ochotę na marchewkę zdziwiony chłopak mógłby zacząć wymieniać ile lepszych reczy mają lub po prostu spytać dlaczego a dziewczyna odparłaby coś zabawnego lub uroczego np bo ma witamię a jak mój adaś imię chłopaka a czipsy nie i przy okazji związanego z zaletami marchwi chłopak mógłby wtedy w kolejnej kwestii zwrócić się do niej króliczku co wywołałoby przy okazji pozytywne skojarzenie z produktem mogłaby to być scena rodzinnego obiadu  dzieci rodzice może dziadkowie na stole różne pyszności a wśród nich marchew bądź same dania bazujące na marchwi mała dziewczynka mogłaby mieć białą opaskę z uszami królika pierwsza sięgnęłaby po marchewkę ze stołu a mama lub tato mogliby z uśmiechem powiedzieć może poczekasz na nas lub coś podobnego a dziewczynka że króliczkom wolno albo coś podobnego reklamę mogłoby skwitować stwierdzenie marchew  niezastąpiona pzdy stole albo gwarancja pysznego obiadu albo zdrowa i ulubiona itp mogłoby to też być spotkanie znajomych na imprezie w klubie w parku na domówce może w kawiarence samo zdrowie  też istotna byłaby atmosfera sytuację przywołującą uśmiech na twarz poprawiającą nastrój dodającą takiej otuchy  właśnie rodzinny obiad czas spędzany z partnereką może grupkę przyjaciół  promować jej wartości odżywcze pozywtywny wpływ na zdrowie niską cenę natyralne pochodzenie zaspokajanie głodu w zgodzie z sumieniem świetny zamiennik w roli przekąski dodatku do obiadu czy nawet głównego dania odskocznia od fastfoodów tłustych i kalorycznych przekąsek oferowanych na mieście urozmaicenie znanych i przejedzonych dań
941,chciałbym zobaczyć marchewkowe pole pełne dorodnych marchewek w marchewkowym polu jak warzywo tkwie zespół lady pank grał by utwór marchewkowe pole tańczące marchewki wszystko się może zdarzyć  ale pamiętaj jedz dużo marchwi
944,marchewki by reklama skupiła się tylko na ich świeże marchewki dla każdego  ludzi zbierających świeże wyciągnięte prosto z ziemi marchewki jeden z pracowników przełamałby jedną z marchewek na pół żeby można było usłyszeć jak pięknie się przełamuje i wyobrazić jak fajnie by chrupała podczas jedzenia  zbiór świeżych marchewek  żadnych chciałabym żeby po prostu reklamowała marchew 
948,jakie są zalety marchewki jakie ma korzystne substancje na przykład że spożywając marchew w jaki sposób polepszamy zdrowie czy samopoczucie może żeby jakiś specjalista od żywienia opowiada w jakim wyglądzie otrzymamy największą korzyść  jakieś najważniejsze rzeczy dotyczące marchewki że jest mega korzystna i wartą spożywać
949,na reklamie marchwi chciałabym oglądać przede wszystkim marchewki może być również ogródek rolnik zajmujący się ogródkiem przekaz powinien być taki że marchew jest zdrowa że powinno się ją jeść ponieważ dostarcza wielu witamin i składników odżywczych w reklamie marchwi rolnik może wykopywać marchew prosto z ziemi umyć ją pod kranem który by się znajdował na ogrodzie a następnie ją schrupać w takiej reklamie chciałabym zobaczyć jak marchew jest uprawiana reklama ta powinna przede wszystkim promować wartości zdrowotne marchwi oraz jej walory smakowe
951,normalnie wyglądającą marchew że jest ona zdrowa  coś interesującego  zachęcającą treść  zdrowe odżywianie i jedzenie marchwi jako jego część 
952,ładne zdrowe marchewki  by zachęcić do jedzenia tego warzywa pokazanie warzyw ogródkapola i np dzieci  marchewki jedzenie większej ilości warzyw 
953,postaci z kreskówek znane króliki bucks piotruś królik ten z kubusia puchatka gadające marchewki fajni ludzie jedzą marchewki żąglowanie marchewkami królika bucksa mówiącego co tam doktorku  jedzenie marchwi przynosi zdrowie 
954,marchew proces produkcji ekologia marchew jest zdrowa ekologiczna i ekonomiczna  tani sposób na zdrowie marchew rośnie można zrobić z niej  różnych potraw itp pomysły na marchew w kuchni zdrowie
956,dobrą marchew może jakieś pole i rolników  dlaczego warto ją jeść  coś co przykuło by moją uwagę  rolnika który uprawia pole z marchwią dlaczego warto ją spożywać jakie posiada wartości odrzywcze
959,    
960,króliki wagę zdrowej zywnosci oraz to że może byc smaczna króliki jedzace marchew biegajace po polu marchwi mam wrażenie że pyt   i  znacza to samo to samo co pytanie 
961,marchewki  nasze marchewki są najzdrowsze  uśmiechnięty rolnik zbiera dorodne marchewki radość i dużo marchewek marchewki są bardzo zdrowe jedz je 
965,sposób uprawy i dania z marchwii zapewniać o wysokiej jakości upraw i zachęcać do spożywania marchwii energiczni uśmiechnięci ludzie mogli by spacerować po polu lub coś gotować jeść dużo marchwi sposób uprawy zbiory zdrowy styl życia i stosowanie diety pokrywającej zapotrzebowanie na wszystkie składniki odżywcze
966,zabawny i interesujący film który mnie na tyle zainteresuje swoją fabułą treścią dzięki czemu będę chciał obejrzeć taka reklamę do końca że warto kupować marchew bo zawiera dużo niezbednych składników   krótki dialog lub opowieść którą będzie zabawna marchew i coś co mnie zainteresuje chyba nie ma dla mnie wartości które koniecznie muszą być pokazane w reklamie marchwi
